age,job,marital,education,balance,housing,loan,day,month
40,blue-collar,married,secondary,737,yes,no,30,may
60,entrepreneur,married,primary,83,yes,no,17,jul
28,admin.,single,tertiary,1104,yes,no,28,jul
27,admin.,single,unknown,5,yes,no,17,jul
31,blue-collar,single,secondary,23,no,no,21,nov
28,blue-collar,married,secondary,1137,no,no,6,feb
27,blue-collar,single,secondary,181,no,no,13,may
36,unemployed,divorced,secondary,8267,no,no,18,jun
41,technician,married,secondary,871,yes,no,6,may
30,services,single,secondary,1824,yes,no,21,jul
52,management,single,tertiary,4,no,yes,28,jul
35,admin.,married,secondary,421,yes,no,18,nov
37,housemaid,single,tertiary,561,no,no,18,nov
37,services,married,secondary,1498,yes,no,20,apr
48,management,divorced,tertiary,657,no,yes,29,jan
38,unemployed,married,secondary,0,no,no,24,jul
44,technician,divorced,tertiary,9192,yes,no,6,jun
43,technician,married,secondary,7876,yes,no,11,aug
35,blue-collar,single,secondary,0,yes,no,9,feb
40,technician,married,secondary,192,no,no,7,aug
42,blue-collar,married,primary,803,yes,no,7,may
51,blue-collar,married,primary,1694,no,no,13,aug
46,management,married,secondary,5559,no,no,17,jun
40,blue-collar,divorced,primary,737,yes,yes,12,may
51,housemaid,married,unknown,174,no,no,29,jul
24,self-employed,single,tertiary,931,yes,no,28,may
31,technician,married,tertiary,95,no,no,21,nov
41,entrepreneur,married,primary,0,no,no,16,jun
34,technician,single,secondary,4367,no,no,13,aug
31,blue-collar,married,primary,68,yes,no,8,may
31,management,single,tertiary,1308,no,no,22,aug
52,retired,divorced,primary,353,no,no,31,jul
38,blue-collar,married,secondary,-40,yes,no,23,may
31,blue-collar,married,secondary,0,yes,no,9,may
34,admin.,married,secondary,-312,yes,no,9,may
22,student,single,unknown,549,no,no,2,sep
60,services,married,secondary,8837,yes,no,16,may
28,blue-collar,married,secondary,1020,yes,no,28,may
31,admin.,married,secondary,3540,yes,no,21,nov
32,management,married,tertiary,663,no,yes,22,jul
77,retired,married,primary,2590,no,no,15,feb
70,retired,married,primary,4982,no,no,4,may
29,services,married,tertiary,6,yes,no,28,may
34,management,married,tertiary,118,no,yes,17,jul
38,blue-collar,divorced,primary,-258,yes,no,14,may
45,blue-collar,married,secondary,-221,yes,yes,3,jun
40,management,married,secondary,2596,no,no,12,jun
34,blue-collar,married,secondary,467,yes,no,13,may
30,technician,divorced,secondary,3100,yes,no,20,nov
56,management,divorced,tertiary,722,no,no,19,feb
50,technician,married,secondary,797,yes,no,6,may
53,technician,married,tertiary,476,yes,no,28,jan
48,unknown,married,unknown,558,no,no,25,aug
53,entrepreneur,married,secondary,162,yes,no,7,may
27,technician,single,secondary,1842,yes,yes,18,may
46,blue-collar,married,secondary,2348,no,no,17,nov
54,retired,married,primary,11,yes,yes,18,aug
36,blue-collar,married,secondary,2103,no,yes,26,jun
31,technician,single,tertiary,967,no,no,21,nov
58,technician,married,secondary,116,no,no,16,jun
48,services,divorced,primary,2805,no,yes,23,jul
29,services,married,secondary,1386,yes,no,28,may
57,management,divorced,unknown,0,no,no,27,mar
37,admin.,married,secondary,0,yes,no,22,jul
53,management,married,secondary,90,yes,no,20,apr
58,management,married,secondary,37,no,no,18,aug
33,admin.,married,secondary,7,yes,no,17,apr
38,management,married,tertiary,676,no,no,15,may
28,blue-collar,single,secondary,3817,yes,no,4,may
28,admin.,single,secondary,144,no,yes,8,jul
37,management,single,tertiary,230,yes,yes,2,feb
27,management,single,tertiary,0,yes,no,19,may
36,technician,married,tertiary,1109,no,no,13,aug
53,services,married,secondary,2925,yes,no,15,may
26,services,single,secondary,397,no,no,29,jan
59,unemployed,single,secondary,865,no,no,4,feb
31,technician,single,secondary,816,no,no,9,jun
59,management,married,primary,396,yes,no,2,jun
40,blue-collar,divorced,secondary,0,yes,no,6,may
27,technician,married,secondary,241,no,yes,26,feb
32,services,married,secondary,243,yes,yes,6,may
42,entrepreneur,married,tertiary,233,no,no,5,feb
43,services,married,secondary,43,yes,no,18,may
53,self-employed,married,tertiary,290,no,yes,24,jul
30,services,single,secondary,101,yes,no,19,nov
53,admin.,divorced,secondary,1151,yes,no,5,may
53,technician,divorced,secondary,45,no,no,28,may
57,management,married,tertiary,1410,yes,no,10,jul
33,technician,married,secondary,1234,no,no,9,nov
38,technician,married,secondary,2767,yes,no,21,nov
33,student,single,unknown,5969,no,no,30,apr
42,management,divorced,secondary,-272,no,no,8,jul
32,blue-collar,single,secondary,1036,yes,yes,30,may
42,technician,married,secondary,9324,no,no,27,aug
41,technician,married,secondary,1043,yes,yes,14,may
35,technician,married,tertiary,1473,yes,no,12,may
48,entrepreneur,married,secondary,183,yes,no,3,jun
24,management,single,secondary,86,no,no,2,jun
59,blue-collar,married,secondary,0,yes,no,20,may
45,blue-collar,married,primary,2388,no,no,11,aug
39,admin.,divorced,secondary,160,yes,no,5,aug
46,management,married,tertiary,385,yes,no,29,may
38,entrepreneur,married,tertiary,4,yes,no,16,jul
30,management,single,tertiary,119,no,no,28,jan
52,technician,married,tertiary,0,no,yes,5,aug
42,management,divorced,tertiary,742,yes,no,5,may
46,self-employed,divorced,secondary,0,no,no,10,aug
33,management,single,tertiary,1724,no,no,3,feb
52,retired,married,secondary,0,no,no,22,aug
49,self-employed,married,tertiary,503,yes,no,6,feb
59,management,single,tertiary,68,yes,no,28,may
58,management,divorced,primary,5914,no,no,17,jun
26,technician,single,tertiary,192,yes,no,15,may
41,management,married,tertiary,15,no,no,20,jun
41,blue-collar,married,secondary,2157,yes,no,14,may
39,technician,married,secondary,3494,yes,no,19,nov
27,housemaid,married,primary,275,yes,no,14,may
47,self-employed,married,secondary,318,no,no,21,nov
52,retired,married,tertiary,350,no,yes,9,jul
37,technician,married,secondary,588,yes,no,14,aug
38,blue-collar,married,secondary,2008,yes,no,18,nov
42,technician,single,tertiary,35,yes,yes,17,nov
41,technician,married,secondary,2152,no,no,30,sep
46,entrepreneur,married,secondary,122,no,no,6,feb
40,services,divorced,secondary,160,no,no,14,jul
41,student,single,secondary,1934,yes,no,21,nov
60,retired,married,tertiary,0,yes,no,13,may
59,retired,married,unknown,613,no,no,19,aug
59,retired,married,primary,574,no,no,18,aug
28,blue-collar,single,primary,0,yes,yes,3,jun
45,admin.,single,secondary,341,yes,yes,5,may
31,blue-collar,divorced,primary,158,yes,no,28,may
31,unemployed,single,tertiary,1489,yes,no,3,feb
46,unknown,married,unknown,2911,no,no,7,jul
51,self-employed,married,secondary,1178,no,no,6,aug
37,admin.,married,secondary,96,no,no,5,feb
40,services,married,secondary,4157,yes,no,15,may
31,blue-collar,single,secondary,-575,yes,no,2,jun
38,blue-collar,married,primary,3419,yes,no,20,jun
39,technician,single,secondary,1104,no,no,20,nov
29,services,married,secondary,57,yes,no,21,jul
65,retired,married,primary,343,no,no,5,feb
26,admin.,single,secondary,-326,yes,no,19,may
44,admin.,married,secondary,0,no,no,31,jul
27,management,single,tertiary,3104,yes,no,28,may
35,management,married,tertiary,648,no,no,30,jul
36,admin.,single,secondary,10041,yes,no,20,nov
36,management,single,tertiary,-508,yes,no,17,apr
24,blue-collar,single,secondary,327,yes,no,28,may
33,management,single,tertiary,1150,yes,no,12,may
53,management,single,tertiary,1074,yes,no,15,may
45,services,married,secondary,27,yes,yes,31,jul
37,technician,married,secondary,3720,yes,no,28,jan
60,blue-collar,divorced,primary,92,yes,no,6,jun
30,management,single,tertiary,7845,yes,no,3,jun
37,blue-collar,married,primary,157,yes,no,30,may
34,unemployed,married,secondary,428,yes,no,7,apr
28,blue-collar,married,secondary,0,yes,no,15,may
44,technician,single,secondary,54,no,yes,19,aug
34,management,married,tertiary,13,yes,no,21,jul
70,retired,married,primary,3230,no,no,24,nov
38,management,single,tertiary,1637,no,yes,5,aug
32,admin.,single,secondary,6981,yes,no,2,jun
39,entrepreneur,married,tertiary,1,yes,yes,29,may
38,technician,divorced,secondary,631,yes,no,25,aug
36,housemaid,divorced,tertiary,7296,yes,no,18,aug
32,blue-collar,single,tertiary,3014,yes,no,7,may
34,technician,single,secondary,920,yes,no,29,oct
49,management,married,tertiary,735,yes,no,13,may
45,management,married,tertiary,1300,no,no,30,jul
24,admin.,married,secondary,541,yes,no,5,jun
47,management,married,tertiary,0,no,no,19,aug
36,management,married,tertiary,1257,no,no,8,feb
25,services,married,secondary,4522,yes,no,18,may
30,admin.,single,secondary,585,no,yes,2,feb
29,unemployed,single,tertiary,150,yes,no,5,may
27,services,married,secondary,202,yes,no,8,jul
57,admin.,married,secondary,2137,no,no,8,jul
38,self-employed,divorced,secondary,2674,yes,no,19,jun
43,blue-collar,married,secondary,625,yes,no,30,sep
35,management,single,secondary,73,yes,no,28,may
38,management,married,tertiary,2656,no,no,8,jul
71,retired,married,secondary,3,no,no,13,aug
36,blue-collar,married,secondary,0,no,no,15,jul
40,blue-collar,married,secondary,95,no,yes,20,jun
50,blue-collar,married,primary,106,no,no,12,aug
31,management,married,tertiary,477,yes,no,21,nov
33,services,divorced,secondary,1529,yes,no,18,nov
57,technician,married,secondary,28,yes,no,8,may
32,services,single,tertiary,1743,yes,no,1,apr
52,blue-collar,married,primary,924,no,no,21,aug
30,admin.,single,secondary,457,no,no,27,apr
40,admin.,married,secondary,0,yes,no,3,feb
50,admin.,married,secondary,736,yes,no,14,may
32,management,married,tertiary,0,no,no,29,aug
36,admin.,single,secondary,787,no,no,17,jun
60,admin.,married,secondary,-396,yes,no,11,may
48,services,married,secondary,1573,no,no,5,aug
72,retired,married,primary,0,no,no,29,dec
46,blue-collar,married,secondary,524,yes,no,5,may
45,blue-collar,married,primary,1558,yes,no,6,may
50,admin.,married,secondary,159,yes,no,7,may
29,management,married,tertiary,53,yes,no,31,jul
40,management,single,unknown,838,yes,no,12,may
49,technician,married,secondary,3144,no,no,31,jul
42,services,married,secondary,737,yes,no,14,may
43,technician,married,secondary,4056,no,no,4,may
36,admin.,married,secondary,162,yes,yes,20,apr
37,technician,married,primary,0,yes,no,6,may
59,retired,divorced,primary,217,yes,no,26,may
75,retired,married,primary,3324,no,no,2,feb
53,management,married,secondary,2895,yes,no,29,may
53,management,married,tertiary,0,yes,no,14,jul
57,retired,married,tertiary,11254,no,no,30,jul
30,technician,married,secondary,-280,yes,no,17,apr
44,services,married,secondary,808,yes,no,2,jun
51,blue-collar,married,primary,0,no,no,9,jun
30,blue-collar,married,secondary,246,yes,no,18,nov
42,blue-collar,married,secondary,-972,yes,no,29,may
48,blue-collar,married,secondary,750,no,no,5,feb
40,unemployed,married,tertiary,2430,no,no,24,aug
36,technician,married,secondary,-179,yes,no,17,jul
40,admin.,married,secondary,1412,no,no,31,jul
47,housemaid,married,secondary,-1531,yes,no,31,jul
39,management,married,tertiary,51,no,no,20,aug
41,services,married,unknown,88,yes,no,11,may
42,housemaid,married,primary,-209,no,yes,11,aug
50,housemaid,single,secondary,799,no,no,28,jan
58,retired,married,tertiary,4048,no,yes,15,jul
70,retired,married,secondary,1310,no,no,15,oct
29,management,single,tertiary,573,yes,yes,16,jun
56,management,married,tertiary,6798,yes,no,17,nov
32,self-employed,married,tertiary,1214,no,no,11,aug
39,technician,single,unknown,75,no,no,6,jun
33,management,divorced,tertiary,387,no,no,6,feb
47,technician,married,secondary,2246,yes,no,10,jul
39,blue-collar,divorced,primary,3,no,yes,1,jul
34,technician,married,secondary,883,no,no,14,aug
36,blue-collar,married,primary,1503,no,no,19,nov
40,blue-collar,married,primary,-322,yes,yes,6,may
34,technician,married,primary,1301,no,no,2,feb
54,blue-collar,married,primary,950,yes,no,15,may
36,management,married,tertiary,2326,yes,no,20,nov
34,blue-collar,married,primary,-78,yes,no,9,may
50,admin.,divorced,secondary,2405,yes,no,6,may
48,technician,divorced,tertiary,113,no,yes,22,jul
35,services,married,tertiary,4564,no,no,18,aug
33,services,married,secondary,387,yes,no,7,apr
42,technician,married,secondary,1865,yes,no,15,may
31,technician,single,secondary,4105,no,no,30,apr
54,blue-collar,married,primary,258,no,no,25,may
55,management,married,primary,19,yes,no,16,may
30,management,single,tertiary,3773,yes,no,9,feb
30,services,married,secondary,1808,yes,no,18,may
59,management,divorced,tertiary,1304,no,no,18,jun
50,admin.,single,secondary,3702,no,no,16,oct
59,retired,married,secondary,163,no,no,24,jul
27,services,single,secondary,-151,no,no,8,jul
25,management,single,tertiary,1602,yes,no,26,may
37,admin.,married,secondary,1314,yes,no,22,may
36,technician,married,secondary,84,yes,no,20,may
56,retired,married,primary,1906,no,yes,19,jun
52,management,married,tertiary,291,no,no,21,aug
36,services,divorced,secondary,223,yes,yes,11,may
30,technician,married,secondary,207,yes,no,23,may
31,management,single,tertiary,518,yes,no,18,may
55,retired,married,secondary,241,yes,no,20,jun
28,admin.,single,secondary,-126,no,yes,8,jul
44,management,single,secondary,421,no,yes,5,aug
28,blue-collar,single,secondary,38,yes,no,23,may
25,technician,single,tertiary,800,yes,no,13,may
39,admin.,divorced,secondary,32,no,yes,20,jun
32,management,married,secondary,1477,yes,no,18,nov
42,blue-collar,married,secondary,160,yes,yes,26,jun
31,blue-collar,single,secondary,4415,yes,no,2,jun
38,technician,divorced,secondary,-397,yes,yes,21,jul
30,admin.,married,secondary,590,no,no,11,aug
50,technician,married,secondary,778,no,no,23,jul
50,management,married,tertiary,19,no,yes,23,jul
47,unemployed,married,secondary,0,no,no,18,nov
29,blue-collar,married,secondary,-28,yes,no,12,may
34,entrepreneur,married,secondary,3119,yes,no,21,may
54,management,married,tertiary,122,yes,no,22,jul
43,admin.,married,secondary,0,no,no,20,jun
47,blue-collar,married,primary,4157,no,no,11,jun
55,retired,married,secondary,102,yes,no,7,may
35,services,married,secondary,437,yes,no,26,may
32,blue-collar,married,secondary,1,yes,no,18,nov
49,blue-collar,married,primary,-354,no,yes,7,jul
39,management,single,tertiary,1234,no,no,29,jul
32,technician,married,secondary,901,yes,no,21,may
49,blue-collar,married,primary,247,no,yes,22,jul
32,blue-collar,single,primary,180,yes,no,13,may
47,management,married,tertiary,274,no,yes,4,feb
42,blue-collar,single,primary,92,no,no,30,jul
52,admin.,married,primary,813,no,yes,5,aug
31,technician,single,secondary,1170,yes,no,2,jun
52,blue-collar,divorced,primary,-183,yes,no,6,may
38,management,married,tertiary,0,no,no,28,aug
53,blue-collar,married,secondary,136,yes,no,15,may
40,technician,married,tertiary,103,yes,no,8,may
31,admin.,married,secondary,23,no,no,28,aug
53,technician,married,unknown,2242,no,no,10,jul
46,blue-collar,married,secondary,137,no,no,20,jun
49,admin.,married,secondary,1047,no,no,8,aug
34,technician,single,secondary,5731,yes,no,21,jul
63,entrepreneur,married,tertiary,2707,no,no,16,nov
41,technician,married,secondary,-329,no,no,5,feb
55,blue-collar,married,primary,158,yes,no,15,may
29,entrepreneur,single,tertiary,219,yes,no,18,may
47,blue-collar,married,secondary,2775,no,no,14,may
37,blue-collar,married,primary,461,yes,no,30,may
38,technician,single,secondary,145,yes,no,27,may
29,technician,single,secondary,309,yes,no,13,may
41,management,married,primary,733,yes,no,7,may
53,technician,married,secondary,8417,yes,no,14,may
40,retired,single,secondary,1400,no,no,20,jun
56,services,divorced,secondary,72,yes,yes,7,may
34,management,single,tertiary,0,yes,no,21,may
28,management,single,tertiary,9710,no,no,14,oct
41,self-employed,married,unknown,1377,yes,no,15,may
32,unemployed,married,unknown,881,no,no,9,feb
51,blue-collar,married,secondary,0,yes,no,5,may
33,blue-collar,married,secondary,285,no,yes,3,jul
34,blue-collar,single,secondary,550,yes,no,20,apr
26,unemployed,married,secondary,285,yes,no,6,may
31,technician,married,secondary,-360,yes,no,27,may
39,entrepreneur,married,secondary,0,no,no,21,nov
50,management,married,tertiary,72,no,no,22,aug
33,services,married,secondary,930,no,yes,24,jul
44,technician,married,tertiary,717,no,no,3,jun
38,blue-collar,married,secondary,67,no,no,28,jan
33,blue-collar,married,secondary,6227,yes,no,23,may
32,blue-collar,single,secondary,5252,yes,no,21,may
33,management,single,tertiary,561,no,no,7,apr
55,technician,married,unknown,1393,yes,yes,21,nov
27,blue-collar,married,secondary,-330,yes,yes,14,may
39,management,divorced,tertiary,3261,yes,no,9,jun
21,services,single,secondary,361,no,no,5,jun
57,blue-collar,married,unknown,807,yes,no,6,may
29,self-employed,married,tertiary,2305,no,no,27,may
45,admin.,single,secondary,-11,yes,no,5,may
46,management,single,tertiary,2223,no,no,12,jun
47,admin.,married,secondary,29,no,yes,22,aug
44,blue-collar,single,primary,1308,no,yes,19,jun
43,self-employed,single,primary,1337,yes,yes,20,nov
44,management,married,tertiary,17361,no,no,18,jun
52,retired,married,primary,6,no,no,22,aug
